tempo;regiao;instituicao;localizacao_geografica;prazo_medio_de_pagamento
2024-03;Região de Saúde Norte;Unidade Local de Saúde de Gaia/Espinho, E. P. E.;41.1094138, -8.5972617;187
2024-03;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, E. P. E.;41.4387173, -8.3086907;166
2024-03;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo;38.5658579, -7.9136262;20
2024-06;Região de Saúde Norte;INSTITUTO PORTUGUES DE ONCOLOGIA DO PORTO, EPE;41.1785642, -8.6062881;105
2024-06;Região de Saúde Norte;Unidade Local de Saúde de Entre Douro e Vouga, E. P. E.;40.9293884, -8.5458794;104
2024-06;Região de Saúde LVT;Administração Regional de Saúde de Lisboa e Vale do Tejo;38.7490049, -9.1417844;7
2024-06;Serviços Centrais;Direção Executiva do Serviço Nacional de Saúde, I.P.;41.1831056, -8.6010558;49
2024-09;Região de Saúde Norte;Unidade Local de Saúde de Barcelos/Esposende, E. P. E.;41.5324234, -8.6171561;31
2024-12;Região de Saúde Norte;Unidade Local de Saúde de Entre Douro e Vouga, E. P. E.;40.9293884, -8.5458794;73
2024-12;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, E. P. E.;40.6362453, -8.6543716;52
2014-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;292
2014-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;88
2014-03;Região de Saúde Norte;Centro Hospitalar Médio Ave, EPE;41.3423984, -8.4802503;125
2014-09;Região de Saúde Norte;Hospital da Senhora da Oliveira Guimarães, EPE;41.4387173, -8.3086907;0
2014-09;Região de Saúde do Centro;Hospital José Luciano de Castro - Anadia;40.442326, -8.441689;18
2014-09;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;87
2014-09;Região de Saúde Norte;Centro Hospitalar Póvoa Varzim / Vila do Conde, EPE;41.3828711, -8.7589945;580
2014-12;Região de Saúde LVT;Hospital Distrital Santarém, EPE;39.2410946, -8.6937515;588
2014-12;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;720
2015-03;Região de Saúde do Centro;Hospital José Luciano de Castro - Anadia;40.442326, -8.441689;0
2015-03;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;611
2015-06;Região de Saúde LVT;Centro Hospitalar do Barreiro - Montijo, EPE;38.6554005, -9.0592392;363
2015-09;Região de Saúde Norte;Centro Hospitalar Póvoa Varzim / Vila do Conde, EPE;41.3828711, -8.7589945;308
2015-09;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038123, -8.4216163;0
2016-03;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;370
2016-03;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;18
2016-03;Região de Saúde Norte;Administração Regional de Saúde do Norte;41.1576321, -8.6066408;0
2016-03;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;44
2016-06;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo;38.5658579, -7.9136262;0
2016-06;Região de Saúde Norte;Unidade Local de Saúde Alto Minho, EPE;41.7056054, -8.8252713;115
2016-09;Região de Saúde do Centro;Instituto Português de Oncologia de Coimbra, EPE;40.2162514, -8.4103814;26
2016-12;Região de Saúde do Centro;Hospital Rovisco Pais;40.297919, -8.7707806;20
2016-12;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;111
2016-12;Região de Saúde Norte;Centro Hospitalar Médio Ave, EPE;41.3423984, -8.4802503;207
2016-12;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;246
2017-06;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;104
2017-06;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo;38.5658579, -7.9136262;31
2017-06;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;152
2017-09;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;56
2017-09;Região de Saúde do Centro;Hospital Distrital Figueira da Foz, EPE;40.117897, -8.8586755;167
2017-09;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;342
2017-09;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;14
2017-12;Região de Saúde Norte;Instituto Português de Oncologia do Porto, EPE;41.1785642, -8.6062881;106
2017-12;Região de Saúde do Centro;Hospital José Luciano de Castro - Anadia;40.442326, -8.441689;0
2017-12;Região de Saúde LVT;Administração Regional de Saúde de Lisboa e Vale do Tejo;38.7490049, -9.1417844;34
2017-12;Região de Saúde LVT;Centro Hospitalar do Barreiro - Montijo, EPE;38.6554005, -9.0592392;269
2018-03;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038123, -8.4216163;58
2018-03;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;90
2018-06;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;397
2018-06;Região de Saúde Norte;Hospital da Senhora da Oliveira Guimarães, EPE;41.4387173, -8.3086907;185
2018-09;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;250
2018-09;Região de Saúde Norte;Centro Hospitalar Vila Nova Gaia/Espinho, EPE;41.1094138, -8.5972617;322
2018-09;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;98
2018-09;Região de Saúde Norte;Centro Hospitalar do Alto Ave, EPE;41.4387173, -8.3086907;0
2018-09;Região de Saúde LVT;Centro Hospitalar do Barreiro - Montijo, EPE;38.6554005, -9.0592392;314
2018-12;Região de Saúde do Centro;Hospital Distrital Figueira da Foz, EPE;40.117897, -8.8586755;148
2019-03;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038123, -8.4216163;58
2019-03;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;118
2019-03;Região de Saúde LVT;Centro Hospitalar de Lisboa - Zona Ocidental, EPE;38.708454, -9.216985;342
2019-03;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;74
2019-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;175
2019-06;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa, SPA;38.7569771, -9.1460705;34
2019-09;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;279
2019-09;Região de Saúde LVT;Hospital Fernando Fonseca, EPE;38.7422257, -9.2264834;177
2019-09;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;98
2019-12;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa, SPA;38.7569771, -9.1460705;38
2020-03;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.0272677, -7.9490091;37
2020-03;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;161
2020-06;Região de Saúde Norte;Centro Hospitalar Médio Ave, EPE;41.3423984, -8.4802503;170
2020-12;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.0272677, -7.9490091;65
2021-03;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;156
2021-03;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa, SPA;38.7569771, -9.1460705;35
2021-03;Região de Saúde LVT;Centro Hospitalar de Lisboa - Zona Ocidental, EPE;38.708454, -9.216985;186
2021-06;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;174
2021-09;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo;38.5658579, -7.9136262;32
2021-12;Serviços Centrais;Instituto Nacional Saúde Dr. Ricardo Jorge - Lisboa;38.7643827, -9.1663422;160
2021-12;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038123, -8.4216163;41
2022-03;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;158
2022-03;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.0272677, -7.9490091;20
2022-06;Região de Saúde do Centro;Instituto Português de Oncologia de Coimbra, EPE;40.2162514, -8.4103814;158
2022-06;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;162
2022-06;Região de Saúde Norte;Hospital da Senhora da Oliveira Guimarães, EPE;41.4387173, -8.3086907;242
2022-09;Serviços Centrais;Administração Central do Sistema de Saúde, I.P;38.759209, -9.148981;56
2022-12;Região de Saúde Norte;Centro Hospitalar Póvoa Varzim / Vila do Conde, EPE;41.3828711, -8.7589945;226
2022-12;Região de Saúde LVT;Centro Hospitalar de Lisboa - Zona Ocidental, EPE;38.708454, -9.216985;200
2022-12;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;205
2022-12;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo;38.5658579, -7.9136262;34
2022-12;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;193
2023-03;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa, SPA;38.7569771, -9.1460705;20
2023-06;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;156
2023-06;Região de Saúde do Centro;Hospital Rovisco Pais;40.297919, -8.7707806;57
2023-09;Região de Saúde LVT;Instituto Português de Oncologia de Lisboa, EPE;38.7396768, -9.1634516;176
2023-09;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038123, -8.4216163;42
2023-09;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;90
2023-09;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo;38.5658579, -7.9136262;37
2023-12;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;166
2023-12;Região de Saúde LVT;Administração Regional de Saúde de Lisboa e Vale do Tejo;38.7490049, -9.1417844;22
2024-03;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, E. P. E.;39.478072, -8.5404429;118
2024-03;Região de Saúde do Centro;INSTITUTO PORTUGUES DE ONCOLOGIA DE COIMBRA, EPE;40.2162514, -8.4103814;117
2024-03;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, E. P. E.;40.6362453, -8.6543716;121
2024-06;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.0272677, -7.9490091;17
2024-12;Região de Saúde Norte;UNIDADE LOCAL DE SAÚDE DE MATOSINHOS, EPE;41.1794456, -8.6745115;81
2016-06;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;242
2016-06;Região de Saúde LVT;Centro Hospitalar de Lisboa - Zona Ocidental, EPE;38.708454, -9.216985;321
2016-06;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;89
2016-09;Região de Saúde LVT;Hospital Distrital Santarém, EPE;39.2410946, -8.6937515;552
2016-09;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;321
2016-12;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;398
2016-12;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;261
2016-12;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo;38.5658579, -7.9136262;0
2016-12;Região de Saúde LVT;Instituto Português de Oncologia de Lisboa, EPE;38.7396768, -9.1634516;203
2017-03;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;241
2017-03;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;488
2017-03;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;478
2017-06;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;349
2017-06;Região de Saúde do Centro;Instituto Português de Oncologia de Coimbra, EPE;40.2162514, -8.4103814;33
2017-09;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, E.P.E;37.0238973, -7.9281554;128
2017-09;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;358
2017-09;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo;38.5658579, -7.9136262;30
2017-09;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;257
2017-09;Região de Saúde LVT;Hospital Fernando Fonseca, EPE;38.7422257, -9.2264834;215
2017-09;Região de Saúde LVT;Centro Hospitalar de Lisboa - Zona Ocidental, EPE;38.708454, -9.216985;360
2018-03;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;292
2018-03;Região de Saúde Norte;Instituto Português de Oncologia do Porto, EPE;41.1785642, -8.6062881;113
2018-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;231
2018-03;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;102
2018-06;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;288
2018-06;Região de Saúde Norte;Administração Regional de Saúde do Norte;41.1576321, -8.6066408;34
2018-06;Região de Saúde do Centro;Hospital Distrital Figueira da Foz, EPE;40.117897, -8.8586755;184
2018-09;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;63
2018-09;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;206
2018-12;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;366
2019-03;Região de Saúde Norte;Administração Regional de Saúde do Norte;41.1576321, -8.6066408;32
2019-03;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Central, EPE;38.717282, -9.136904;327
2019-09;Região de Saúde do Centro;Instituto Português de Oncologia de Coimbra, EPE;40.2162514, -8.4103814;61
2019-12;Região de Saúde LVT;Hospital Garcia de Orta, EPE - Almada;38.6658713, -9.1822554;163
2020-03;Região de Saúde Norte;Centro Hospitalar Póvoa Varzim / Vila do Conde, EPE;41.3828711, -8.7589945;220
2020-06;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;135
2020-09;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;150
2021-06;Região de Saúde LVT;Hospital Garcia de Orta, EPE - Almada;38.6658713, -9.1822554;159
2021-12;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;271
2021-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;164
2021-12;Região de Saúde LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;89
2021-12;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo - Ovar;40.8571967, -8.6318023;67
2022-06;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;265
2022-09;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;176
2023-06;Região de Saúde do Centro;Instituto Português de Oncologia de Coimbra, EPE;40.2162514, -8.4103814;136
2023-09;Região de Saúde Norte;Centro Hospitalar Universitário de Santo António, EPE;41.1472498, -8.6172617;134
2024-03;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, E. P. E.;40.117897, -8.8586755;138
2024-06;Região de Saúde LVT;Unidade Local de Saúde de São José, E. P. E.;38.7166948, -9.1371248;182
2024-06;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, E. P. E.;40.2804158, -7.4922407;133
2024-06;Região de Saúde Norte;Unidade Local de Saúde de Barcelos/Esposende, E. P. E.;41.5324234, -8.6171561;40
2014-03;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;57
2014-03;Região de Saúde LVT;Hospital Garcia de Orta, EPE - Almada;38.6658713, -9.1822554;259
2014-03;Região de Saúde Norte;Administração Regional de Saúde do Norte;41.1576321, -8.6066408;0
2014-03;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;250
2014-03;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo - Ovar;40.8571967, -8.6318023;11
2014-06;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;21
2014-09;Região de Saúde LVT;Instituto Português de Oncologia de Lisboa, EPE;38.7396768, -9.1634516;137
2014-09;Região de Saúde Norte;Centro Hospitalar do Alto Ave, EPE;41.4387173, -8.3086907;94
2014-12;Região de Saúde Norte;Hospital Distrital S.Maria Maior, EPE - Barcelos;41.5324234, -8.6171561;61
2015-12;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;37
2016-03;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;74
2016-09;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;236
2017-03;Região de Saúde LVT;Centro Hospitalar de Lisboa - Zona Ocidental, EPE;38.708454, -9.216985;349
2017-06;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;280
2017-09;Região de Saúde Norte;Centro Hospitalar Vila Nova Gaia/Espinho, EPE;41.1094138, -8.5972617;318
2017-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;54
2018-09;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;405
2018-12;Região de Saúde LVT;Hospital Distrital Santarém, EPE;39.2410946, -8.6937515;243
2019-03;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;193
2019-06;Região de Saúde LVT;Hospital Fernando Fonseca, EPE;38.7422257, -9.2264834;195
2019-09;Região de Saúde do Centro;Hospital Rovisco Pais;40.297919, -8.7707806;35
2020-03;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo;38.5658579, -7.9136262;28
