tempo;regiao;entidade;localizacao_geografica;tipologia_de_ausencia;valor
2020-01;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, E.P.E.;40.2162514, -8.4103814;Trabalhador-estudante;45
2020-01;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, E.P.E.;40.2162514, -8.4103814;Cumprimento de pena disciplinar;0
2020-01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Protecção na parentalidade;1565
2020-01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Falecimento de familiar;35
2020-01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Com perda do vencimento;0
2020-01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Greve;0
2020-01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Outras;498
2020-02;Região de Saúde LVT;Administração Central do Sistema de Saúde, I.P.;38.7569402, -9.1494097;Protecção na parentalidade;104
2020-02;Região de Saúde LVT;Administração Central do Sistema de Saúde, I.P.;38.7569402, -9.1494097;Por acidente em serviço ou doença profissional;0
2020-02;Região de Saúde LVT;Administração Central do Sistema de Saúde, I.P.;38.7569402, -9.1494097;Assistência a familiares;5
2020-02;Região de Saúde LVT;Administração Central do Sistema de Saúde, I.P.;38.7569402, -9.1494097;Cumprimento de pena disciplinar;0
2020-02;Região de Saúde LVT;Autoridade Nacional Medicamento Produtos de Saúde, I.P.;38.7582532, -9.1502867;Casamento;0
2020-02;Região de Saúde LVT;Ação Governativa - MS;38.7362218, -9.1463126;Casamento;0
2020-02;Região de Saúde LVT;Ação Governativa - MS;38.7362218, -9.1463126;Por acidente em serviço ou doença profissional;0
2020-02;Região de Saúde LVT;Ação Governativa - MS;38.7362218, -9.1463126;Assistência a familiares;0
2020-02;Região de Saúde LVT;Ação Governativa - MS;38.7362218, -9.1463126;Com perda do vencimento;0
2020-02;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, E.P.E.;38.6554005, -9.0592392;Casamento;0
2020-02;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, E.P.E.;38.6554005, -9.0592392;Trabalhador-estudante;231
2020-02;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072, -8.5404429;Injustificadas;65
2020-02;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Casamento;0
2020-02;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Protecção na parentalidade;277
2020-02;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Doença;1211
2020-02;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Por acidente em serviço ou doença profissional;361
2020-02;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948, -9.1371248;Por acidente em serviço ou doença profissional;2722
2020-02;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861, -9.1616116;Por conta do período de férias;22
2020-02;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861, -9.1616116;Com perda do vencimento;0
2020-02;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Trabalhador-estudante;384
2020-02;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Injustificadas;98
2020-02;Região de Saúde LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Casamento;0
2020-02;Região de Saúde LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Protecção na parentalidade;5415
2020-02;Região de Saúde LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Injustificadas;137
2020-02;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Casamento;0
2020-02;Região de Saúde LVT;Direção-Geral da Saúde;38.7364065, -9.1379161;Por conta do período de férias;2
2020-02;Região de Saúde LVT;Direção-Geral da Saúde;38.7364065, -9.1379161;Com perda do vencimento;0
2020-02;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946, -8.6937515;Assistência a familiares;80
2020-02;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Protecção na parentalidade;8085
2020-02;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Falecimento de familiar;148
2020-02;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Doença;6252
2020-02;Região de Saúde LVT;Hospital Garcia de Orta, E.P.E.;38.6658713, -9.1822554;Injustificadas;170
2020-02;Região de Saúde LVT;Inspeção Geral das Actividades da Saúde;38.7156219, -9.1431603;Assistência a familiares;0
2020-02;Região de Saúde LVT;Inspeção Geral das Actividades da Saúde;38.7156219, -9.1431603;Greve;0
2020-02;Região de Saúde LVT;Inspeção Geral das Actividades da Saúde;38.7156219, -9.1431603;Injustificadas;0
2020-02;Região de Saúde LVT;Instituto Nacional de Emergência Médica;38.731388, -9.142606;Assistência a familiares;26
2020-02;Região de Saúde LVT;Instituto Nacional de Emergência Médica;38.731388, -9.142606;Com perda do vencimento;0
2020-02;Região de Saúde LVT;Instituto Nacional de Emergência Médica;38.731388, -9.142606;Outras;185
2020-02;Região de Saúde LVT;Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.;38.7643827, -9.1663422;Por acidente em serviço ou doença profissional;95
2020-02;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, E.P.E.;38.7396768, -9.1634516;Doença;2733
2020-02;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, E.P.E.;38.7396768, -9.1634516;Por acidente em serviço ou doença profissional;977
2020-02;Região de Saúde LVT;Instituto Português do Sangue e da Transplantação, I.P.;38.7567758, -9.1505021;Casamento;0
2020-02;Região de Saúde LVT;Instituto Português do Sangue e da Transplantação, I.P.;38.7567758, -9.1505021;Falecimento de familiar;20
2020-02;Região de Saúde LVT;Instituto Português do Sangue e da Transplantação, I.P.;38.7567758, -9.1505021;Doença;960
2020-02;Região de Saúde LVT;Instituto Português do Sangue e da Transplantação, I.P.;38.7567758, -9.1505021;Trabalhador-estudante;52
2020-02;Região de Saúde LVT;Instituto Português do Sangue e da Transplantação, I.P.;38.7567758, -9.1505021;Por conta do período de férias;27
2020-02;Região de Saúde LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Falecimento de familiar;5
2020-02;Região de Saúde LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Com perda do vencimento;0
2020-02;Região de Saúde LVT;Secretaria-Geral do Ministério da Saúde;38.7362218, -9.1463126;Protecção na parentalidade;39
2020-02;Região de Saúde LVT;Secretaria-Geral do Ministério da Saúde;38.7362218, -9.1463126;Por acidente em serviço ou doença profissional;31
2020-02;Região de Saúde LVT;Secretaria-Geral do Ministério da Saúde;38.7362218, -9.1463126;Outras;0
2020-02;Região de Saúde LVT;Serviços Partilhados do Ministério da Saúde, E.P.E.;38.739767, -9.1489431;Falecimento de familiar;14
2020-02;Região de Saúde LVT;Serviços Partilhados do Ministério da Saúde, E.P.E.;38.739767, -9.1489431;Doença;517
2020-02;Região de Saúde LVT;Serviços Partilhados do Ministério da Saúde, E.P.E.;38.739767, -9.1489431;Por acidente em serviço ou doença profissional;0
2020-02;Região de Saúde LVT;Serviços Partilhados do Ministério da Saúde, E.P.E.;38.739767, -9.1489431;Por conta do período de férias;10
2020-02;Região de Saúde LVT;Serviços Partilhados do Ministério da Saúde, E.P.E.;38.739767, -9.1489431;Greve;0
2020-02;Região de Saúde LVT;Serviço de Intervenção Comportamentos Aditivos e Dependências;38.7653399, -9.1611815;Protecção na parentalidade;41
2020-02;Região de Saúde LVT;Serviço de Intervenção Comportamentos Aditivos e Dependências;38.7653399, -9.1611815;Doença;263
2020-02;Região de Saúde LVT;Serviço de Intervenção Comportamentos Aditivos e Dependências;38.7653399, -9.1611815;Por conta do período de férias;17
2020-02;Região de Saúde Norte;Administração Regional Saúde Norte, I.P.;41.157454, -8.604431;Com perda do vencimento;0
2020-02;Região de Saúde Norte;Administração Regional Saúde Norte, I.P.;41.157454, -8.604431;Greve;3076
2020-02;Região de Saúde Norte;Administração Regional Saúde Norte, I.P.;41.157454, -8.604431;Outras;3644
2020-02;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, E.P.E.;40.9293884, -8.5458794;Trabalhador-estudante;101
2020-02;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, E.P.E.;40.9293884, -8.5458794;Injustificadas;22
2020-02;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.;41.3828711, -8.7589945;Falecimento de familiar;53
2020-02;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.;41.3828711, -8.7589945;Por acidente em serviço ou doença profissional;280
2020-02;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Casamento;30
2020-02;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Trabalhador-estudante;105
2020-02;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Greve;107
2020-02;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Casamento;15
2020-02;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Falecimento de familiar;136
2020-02;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Por acidente em serviço ou doença profissional;311
2020-02;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Cumprimento de pena disciplinar;0
2020-02;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Outras;510
2020-02;Região de Saúde Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056, -8.6010558;Casamento;54
2020-02;Região de Saúde Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056, -8.6010558;Assistência a familiares;336
2020-02;Região de Saúde Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056, -8.6010558;Outras;1240
2020-02;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498, -8.6172617;Por conta do período de férias;55
2020-02;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.;41.1094138, -8.5972617;Protecção na parentalidade;7838
2020-02;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.;41.1094138, -8.5972617;Cumprimento de pena disciplinar;0
2020-02;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.;41.1094138, -8.5972617;Outras;1220
2020-02;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;41.3423984, -8.4802503;Cumprimento de pena disciplinar;0
2020-02;Região de Saúde Norte;Hospital de Braga, E.P.E.;41.567832, -8.398936;Outras;728
2020-02;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234, -8.6171561;Protecção na parentalidade;846
2020-02;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234, -8.6171561;Com perda do vencimento;0
2020-02;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, E.P.E.;41.4417064, -8.1722408;Trabalhador-estudante;286
2020-02;Região de Saúde Norte;Hospital de Magalhães Lemos, E.P.E.;41.1764649, -8.6649823;Protecção na parentalidade;640
2020-02;Região de Saúde Norte;Hospital de Magalhães Lemos, E.P.E.;41.1764649, -8.6649823;Falecimento de familiar;23
2020-02;Região de Saúde Norte;Instituto Português Oncologia do Porto, E.P.E.;41.1785642, -8.6062881;Doença;5866
2020-02;Região de Saúde Norte;Instituto Português Oncologia do Porto, E.P.E.;41.1785642, -8.6062881;Cumprimento de pena disciplinar;0
2020-02;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Casamento;45
2020-02;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Assistência a familiares;129
2020-02;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Por conta do período de férias;48
2020-02;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Com perda do vencimento;0
2020-02;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Outras;646
2020-02;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Casamento;14
2020-02;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Cumprimento de pena disciplinar;0
2020-02;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Greve;248
2020-02;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo, I.P.;38.565715, -7.91162;Trabalhador-estudante;30
2020-02;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, E.P.E.;38.5684861, -7.9032848;Falecimento de familiar;66
2020-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Outras;976
2020-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Trabalhador-estudante;194
2020-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Com perda do vencimento;0
2020-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Greve;409
2020-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Injustificadas;8
2020-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Protecção na parentalidade;2410
2020-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Assistência a familiares;195
2020-02;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.027122, -7.946842;Trabalhador-estudante;78
2020-02;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.027122, -7.946842;Por conta do período de férias;297
2020-02;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.027122, -7.946842;Greve;670
2020-02;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.027122, -7.946842;Outras;765
2020-02;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve;37.0238973, -7.9281554;Casamento;23
2020-02;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve;37.0238973, -7.9281554;Assistência a familiares;170
2020-02;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve;37.0238973, -7.9281554;Trabalhador-estudante;284
2020-02;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve;37.0238973, -7.9281554;Cumprimento de pena disciplinar;0
2020-02;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve;37.0238973, -7.9281554;Outras;945
2020-02;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.203782, -8.419176;Com perda do vencimento;12
2020-02;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Doença;6172
2020-02;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Cumprimento de pena disciplinar;0
2020-02;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Outras;1541
2020-02;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158, -7.4922407;Injustificadas;5
2020-02;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158, -7.4922407;Outras;1190
2020-02;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812, -8.7982706;Cumprimento de pena disciplinar;0
2020-02;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Casamento;108
2020-02;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Falecimento de familiar;353
2020-02;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Por acidente em serviço ou doença profissional;1013
2020-02;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;38.7313954, -9.1447467;Por acidente em serviço ou doença profissional;26
2020-02;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;38.7313954, -9.1447467;Com perda do vencimento;5
2020-02;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;38.7313954, -9.1447467;Greve;3
2020-02;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;38.7313954, -9.1447467;Injustificadas;0
2020-02;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;38.7313954, -9.1447467;Outras;45
2020-02;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;Falecimento de familiar;5
2020-02;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;Doença;267
2020-02;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;Trabalhador-estudante;12
2020-02;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, E.P.E.;40.117897, -8.8586755;Casamento;0
2020-02;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, E.P.E.;40.117897, -8.8586755;Trabalhador-estudante;81
2020-02;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;Protecção na parentalidade;81
2020-02;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;Falecimento de familiar;9
2020-02;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;Outras;13
2020-02;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, E.P.E.;40.2162514, -8.4103814;Greve;299
2020-02;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Casamento;45
2020-02;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Falecimento de familiar;95
2020-02;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Por acidente em serviço ou doença profissional;559
2020-02;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Greve;0
2020-03;Região de Saúde LVT;Administração Central do Sistema de Saúde, I.P.;38.7569402, -9.1494097;Assistência a familiares;19
2020-03;Região de Saúde LVT;Administração Central do Sistema de Saúde, I.P.;38.7569402, -9.1494097;Injustificadas;0
2020-03;Região de Saúde LVT;Administração Central do Sistema de Saúde, I.P.;38.7569402, -9.1494097;Outras;141
2020-03;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, I.P.;38.748879, -9.139606;Protecção na parentalidade;16760
2020-03;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, I.P.;38.748879, -9.139606;Por acidente em serviço ou doença profissional;6411
2020-03;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, I.P.;38.748879, -9.139606;Trabalhador-estudante;1198
2020-03;Região de Saúde LVT;Autoridade Nacional Medicamento Produtos de Saúde, I.P.;38.7582532, -9.1502867;Protecção na parentalidade;635
2020-03;Região de Saúde LVT;Autoridade Nacional Medicamento Produtos de Saúde, I.P.;38.7582532, -9.1502867;Por conta do período de férias;31
2020-03;Região de Saúde LVT;Autoridade Nacional Medicamento Produtos de Saúde, I.P.;38.7582532, -9.1502867;Outras;135
2020-03;Região de Saúde LVT;Ação Governativa - MS;38.7362218, -9.1463126;Com perda do vencimento;0
2020-03;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, E.P.E.;38.6554005, -9.0592392;Assistência a familiares;151
2020-03;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, E.P.E.;38.6554005, -9.0592392;Injustificadas;15
2020-03;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072, -8.5404429;Protecção na parentalidade;4820
2020-03;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072, -8.5404429;Por acidente em serviço ou doença profissional;899
2020-03;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072, -8.5404429;Trabalhador-estudante;296
2020-03;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072, -8.5404429;Por conta do período de férias;6
2020-03;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072, -8.5404429;Cumprimento de pena disciplinar;0
2020-03;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072, -8.5404429;Greve;937
2020-03;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Doença;1883
2020-03;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Assistência a familiares;28
2020-03;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Injustificadas;0
2020-03;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Outras;117
2020-03;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948, -9.1371248;Casamento;122
2020-03;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948, -9.1371248;Falecimento de familiar;470
2020-03;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948, -9.1371248;Com perda do vencimento;0
2020-03;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948, -9.1371248;Greve;2246
2020-03;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861, -9.1616116;Por acidente em serviço ou doença profissional;3139
2020-03;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Casamento;111
2020-03;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Injustificadas;139
2020-03;Região de Saúde LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Falecimento de familiar;134
2020-03;Região de Saúde LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Assistência a familiares;156
2020-03;Região de Saúde LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Com perda do vencimento;66
2020-03;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Assistência a familiares;106
2020-03;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Cumprimento de pena disciplinar;0
2020-03;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Greve;506
2020-03;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Outras;289
2020-03;Região de Saúde LVT;Direção-Geral da Saúde;38.7364065, -9.1379161;Doença;203
2020-03;Região de Saúde LVT;Direção-Geral da Saúde;38.7364065, -9.1379161;Com perda do vencimento;0
2020-03;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946, -8.6937515;Casamento;0
2020-03;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946, -8.6937515;Doença;5577
2020-03;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946, -8.6937515;Trabalhador-estudante;290
2020-03;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946, -8.6937515;Por conta do período de férias;51
2020-03;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946, -8.6937515;Cumprimento de pena disciplinar;0
2020-03;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946, -8.6937515;Injustificadas;60
2020-03;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Protecção na parentalidade;11999
2020-03;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Assistência a familiares;56
2020-03;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Injustificadas;258
2020-03;Região de Saúde LVT;Hospital Garcia de Orta, E.P.E.;38.6658713, -9.1822554;Casamento;45
2020-03;Região de Saúde LVT;Hospital Garcia de Orta, E.P.E.;38.6658713, -9.1822554;Protecção na parentalidade;8803
2020-03;Região de Saúde LVT;Hospital Garcia de Orta, E.P.E.;38.6658713, -9.1822554;Assistência a familiares;178
2020-03;Região de Saúde LVT;Inspeção Geral das Actividades da Saúde;38.7156219, -9.1431603;Protecção na parentalidade;30
2020-03;Região de Saúde LVT;Inspeção Geral das Actividades da Saúde;38.7156219, -9.1431603;Falecimento de familiar;7
2020-03;Região de Saúde LVT;Inspeção Geral das Actividades da Saúde;38.7156219, -9.1431603;Por acidente em serviço ou doença profissional;57
2020-03;Região de Saúde LVT;Inspeção Geral das Actividades da Saúde;38.7156219, -9.1431603;Trabalhador-estudante;10
2020-03;Região de Saúde LVT;Inspeção Geral das Actividades da Saúde;38.7156219, -9.1431603;Outras;154
2020-03;Região de Saúde LVT;Instituto Nacional de Emergência Médica;38.731388, -9.142606;Protecção na parentalidade;4293
2020-03;Região de Saúde LVT;Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.;38.7643827, -9.1663422;Por acidente em serviço ou doença profissional;166
2020-03;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, E.P.E.;38.7396768, -9.1634516;Assistência a familiares;82
2020-03;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, E.P.E.;38.7396768, -9.1634516;Com perda do vencimento;0
2020-03;Região de Saúde LVT;Instituto Português do Sangue e da Transplantação, I.P.;38.7567758, -9.1505021;Doença;1359
2020-03;Região de Saúde LVT;Instituto Português do Sangue e da Transplantação, I.P.;38.7567758, -9.1505021;Assistência a familiares;4
2020-03;Região de Saúde LVT;Instituto Português do Sangue e da Transplantação, I.P.;38.7567758, -9.1505021;Trabalhador-estudante;73
2020-03;Região de Saúde LVT;Instituto Português do Sangue e da Transplantação, I.P.;38.7567758, -9.1505021;Com perda do vencimento;0
2020-03;Região de Saúde LVT;Instituto Português do Sangue e da Transplantação, I.P.;38.7567758, -9.1505021;Injustificadas;0
2020-03;Região de Saúde LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Falecimento de familiar;12
2020-03;Região de Saúde LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Greve;68
2020-03;Região de Saúde LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Outras;82
